new$orig
DLC297a_001r_0_C_Red_Green_color$DLC297a_001v+001r_Red_Green_color
DLC297a_001v_0_A_Red_Green_color$DLC297a_001v+001r_Red_Green_color
DLC297a_002r_0_A_Red_Green_color$DLC297a_002r+002v_Red_Green_color
DLC297a_002v_0_A_Red_Green_color$DLC297a_002v+002r_Red_Green_color
DLC297a_003r_0_A_Red_Green_color$DLC297a_003r+003v_Red_Green_color
DLC297a_003v_0_A_Red_Green_color$DLC297a_003v+003r_Red_Green_color
DLC297a_004r_0_A_Red_Green_color$DLC297a_004r+004v_Red_Green_color
DLC297a_004v_0_A_Red_Green_color$DLC297a_004v+004r_Red_Green_color
DLC297a_005r_0_A_Red_Green_color$DLC297a_005r+005v_Red_Green_color
DLC297a_005v_0_A_Red_Green_color$DLC297a_005v+005r_Red_Green_color
DLC297a_006r_0_A_Red_Green_color$DLC297a_006r+006v_Red_Green_color
DLC297a_006v_0_A_Red_Green_color$DLC297a_006v+006r_Red_Green_color
DLC297a_007r_0_B_Red_Green_color$DLC297a_007r+007v_Red_Green_color
DLC297a_007v_0_A_Red_Green_color$DLC297a_007v+007r_Red_Green_color
DLC297a_008r_0_A_Red_Green_color$DLC297a_008r+008v_Red_Green_color
DLC297a_008v_0_A_Red_Green_color$DLC297a_008v+008r_Red_Green_color
DLC297a_009r_0_A_Red_Green_color$DLC297a_009r+009v_Red_Green_color
DLC297a_009v_0_A_Red_Green_color$DLC297a_009v+009r_Red_Green_color
DLC297a_010r_0_A_Red_Green_color$DLC297a_010r+010v_Red_Green_color
DLC297a_010v_0_B_Red_Green_color$DLC297a_010v+010r_Red_Green_color
DLC297a_011r_0_A_Red_Green_color$DLC297a_011r+011v_Red_Green_color
DLC297a_011v_0_A_Red_Green_color$DLC297a_011v+011r_Red_Green_color
DLC297a_012r_0_A_Red_Green_color$DLC297a_012r+012v_Red_Green_color
DLC297a_012v_0_A_Red_Green_color$DLC297a_012v+012r_Red_Green_color
DLC297a_013r_0_A_Red_Green_color$DLC297a_013r+013v_Red_Green_color
DLC297a_013v_0_A_Red_Green_color$DLC297a_013v+013r_Red_Green_color
DLC297a_014r_0_A_Red_Green_color$DLC297a_014r+014v_Red_Green_color
DLC297a_014v_0_A_Red_Green_color$DLC297a_014v+014r_Red_Green_color
DLC297a_015r_0_A_Red_Green_color$DLC297a_015r+015v_Red_Green_color
DLC297a_015v_0_A_Red_Green_color$DLC297a_015v+015r_Red_Green_color
DLC297a_016r_0_A_Red_Green_color$DLC297a_016r+016v_Red_Green_color
DLC297a_016v_0_B_Red_Green_color$DLC297a_016v+016r_Red_Green_color
DLC297a_017r_0_A_Red_Green_color$DLC297a_017r+017v_Red_Green_color
DLC297a_017v_0_B_Red_Green_color$DLC297a_017v+017r_Red_Green_color
DLC297a_018r_0_A_Red_Green_color$DLC297a_018r+018v_Red_Green_color
DLC297a_018v_0_A_Red_Green_color$DLC297a_018v+018r_Red_Green_color
DLC297a_019r_0_A_Red_Green_color$DLC297a_019r+019v_Red_Green_color
DLC297a_019v_0_A_Red_Green_color$DLC297a_019v+019r_Red_Green_color
DLC297a_020r_0_A_Red_Green_color$DLC297a_020r+020v_Red_Green_color
DLC297a_020v_0_A_Red_Green_color$DLC297a_020v+020r_Red_Green_color
DLC297a_021r_0_A_Red_Green_color$DLC297a_021r+021v_Red_Green_color
DLC297a_021v_0_A_Red_Green_color$DLC297a_021v+021r_Red_Green_color
DLC297a_022r_0_A_Red_Green_color$DLC297a_022r+022v_Red_Green_color
DLC297a_022v_0_A_Red_Green_color$DLC297a_022v+022r_Red_Green_color
DLC297a_023r_0_A_Red_Green_color$DLC297a_023r+023v_Red_Green_color
DLC297a_023v_0_A_Red_Green_color$DLC297a_023v+023r_Red_Green_color
DLC297a_024r_0_A_Red_Green_color$DLC297a_024r+024v_Red_Green_color
DLC297a_024v_0_A_Red_Green_color$DLC297a_024v+024r_Red_Green_color
DLC297a_025r_0_B_Red_Green_color$DLC297a_025r+025v_Red_Green_color
DLC297a_025v_0_A_Red_Green_color$DLC297a_025v+025r_Red_Green_color
DLC297a_026r_0_A_Red_Green_color$DLC297a_026r+026v_Red_Green_color
DLC297a_026v_0_A_Red_Green_color$DLC297a_026v+026r_Red_Green_color
DLC297a_027r_0_A_Red_Green_color$DLC297a_027r+027v_Red_Green_color
DLC297a_027v_0_A_Red_Green_color$DLC297a_027v+027r_Red_Green_color
DLC297a_028r_0_A_Red_Green_color$DLC297a_028r+028v_Red_Green_color
DLC297a_028v_0_A_Red_Green_color$DLC297a_028v+028r_Red_Green_color
DLC297a_029r_0_A_Red_Green_color$DLC297a_029r+029v_Red_Green_color
DLC297a_029v_0_A_Red_Green_color$DLC297a_029v+029r_Red_Green_color
DLC297a_030r_0_A_Red_Green_color$DLC297a_030r+030v_Red_Green_color
DLC297a_030v_0_A_Red_Green_color$DLC297a_030v+030r_Red_Green_color
DLC297a_031r_0_A_Red_Green_color$DLC297a_031r+031v_Red_Green_color
DLC297a_031v_0_A_Red_Green_color$DLC297a_031v+031r_Red_Green_color
DLC297a_032r_0_A_Red_Green_color$DLC297a_032r+032v_Red_Green_color
DLC297a_032v_0_A_Red_Green_color$DLC297a_032v+032r_Red_Green_color
DLC297a_033r_0_A_Red_Green_color$DLC297a_033r+033v_Red_Green_color
DLC297a_033v_0_A_Red_Green_color$DLC297a_033v+033r_Red_Green_color
DLC297a_034r_0_A_Red_Green_color$DLC297a_034r+034v_Red_Green_color
DLC297a_034v_0_A_Red_Green_color$DLC297a_034v+034r_Red_Green_color
DLC297a_035r_0_A_Red_Green_color$DLC297a_035r+035v_Red_Green_color
DLC297a_035v_0_A_Red_Green_color$DLC297a_035v+035r_Red_Green_color
DLC297b_014_001r_0_B_Red_Green_color$DLC297b_014_001r+014_001v_Red_Green_color
DLC297b_014_001v_0_A_Red_Green_color$DLC297b_014_001v+014_001r_Red_Green_color
DLC297b_076_002r_0_A_Red_Green_color$DLC297b_076_002r+076_002v_Red_Green_color
DLC297b_076_002v_0_A_Red_Green_color$DLC297b_076_002v+076_002r_Red_Green_color
DLC297d_001_001v_Red_Green_color$DLC297d_001_001v+20-17-18-19_001r_Red_Green_color
DLC297d_20-17-18-19_001r_Red_Green_color$DLC297d_20-17-18-19_001r+001_001v_Red_Green_color
DLC297e_063-068_001v_0_B_Red_Green_color$DLC297e_063-068_001v+069-062_001r_Red_Green_color
DLC297e_065-066_002v_0_B_Red_Green_color$DLC297e_065-066_002v+067-064_002r_Red_Green_color
DLC297e_067-064_002r_0_B_Red_Green_color$DLC297e_067-064_002r+065-066_002v_Red_Green_color
DLC297e_069-062_001r_0_C_Red_Green_color$DLC297e_069-062_001r+063-068_001v_Red_Green_color
NLS10701_001_154r_0_C_Red_Green_color$NLS10701_001_154r+001_154v_Red_Green_color
NLS10701_001_154v_0_C_Red_Green_color$NLS10701_001_154v+001_154r_Red_Green_color
NLS10703_003_040r_0_A_Red_Green_color$NLS10703_003_040r+003_041v_Red_Green_color
NLS10703_003_041v_0_A_Red_Green_color$NLS10703_003_041v+003_040r_Red_Green_color
NLS10703_004_042r_0_A_Red_Green_color$NLS10703_004_042r+004_043v_Red_Green_color
NLS10703_004_043v_0_A_Red_Green_color$NLS10703_004_043v+004_042r_Red_Green_color
NLS10703_010_001r_0_B_Red_Green_color$NLS10703_010_001r+011_001v_Red_Green_color
NLS10703_011_001v_0_B_Red_Green_color$NLS10703_011_001v+010_001r_Red_Green_color
NLS10703_012_002r_0_A_Red_Green_color$NLS10703_012_002r+013_002v_Red_Green_color
NLS10703_013_002v_0_A_Red_Green_color$NLS10703_013_002v+012_002r_Red_Green_color
NLS10703_021_003r_0_A_Red_Green_color$NLS10703_021_003r+022_003v_Red_Green_color
NLS10703_022_003v_0_A_Red_Green_color$NLS10703_022_003v+021_003r_Red_Green_color
NLS10703_023_004r_0_A_Red_Green_color$NLS10703_023_004r+024_004v_Red_Green_color
NLS10703_024_004v_0_A_Red_Green_color$NLS10703_024_004v+023_004r_Red_Green_color
NLS10703_025_005r_0_A_Red_Green_color$NLS10703_025_005r+026_005v_Red_Green_color
NLS10703_026_005v_0_A_Red_Green_color$NLS10703_026_005v+025_005r_Red_Green_color
NLS10703_027_006r_0_A_Red_Green_color$NLS10703_027_006r+028_006v_Red_Green_color
NLS10703_028_006v_0_B_Red_Green_color$NLS10703_028_006v+027_006r_Red_Green_color
NLS10703_029_007r_0_A_Red_Green_color$NLS10703_029_007r+030_007v_Red_Green_color
NLS10703_030_007v_0_A_Red_Green_color$NLS10703_030_007v+029_007r_Red_Green_color
NLS10703_031_008r_0_A_Red_Green_color$NLS10703_031_008r+032_008v_Red_Green_color
NLS10703_032_008v_0_A_Red_Green_color$NLS10703_032_008v+031_008r_Red_Green_color
NLS10703_033_009r_0_A_Red_Green_color$NLS10703_033_009r+034_009v_Red_Green_color
NLS10703_034_009v_0_A_Red_Green_color$NLS10703_034_009v+033_009r_Red_Green_color
NLS10703_035_010r_0_A_Red_Green_color$NLS10703_035_010r+036_010v_Red_Green_color
NLS10703_036_010v_0_A_Red_Green_color$NLS10703_036_010v+035_010r_Red_Green_color
NLS10703_037_011r_0_B_Red_Green_color$NLS10703_037_011r+038_011v_Red_Green_color
NLS10703_038_011v_0_A_Red_Green_color$NLS10703_038_011v+037_011r_Red_Green_color
NLS10703_039_012r_0_A_Red_Green_color$NLS10703_039_012r+040_012v_Red_Green_color
NLS10703_040_012v_0_A_Red_Green_color$NLS10703_040_012v+039_012r_Red_Green_color
NLS10703_041_013r_0_A_Red_Green_color$NLS10703_041_013r+042_013v_Red_Green_color
NLS10703_042_013v_0_A_Red_Green_color$NLS10703_042_013v+041_013r_Red_Green_color
NLS10703_043_014r_0_A_Red_Green_color$NLS10703_043_014r+044_014v_Red_Green_color
NLS10703_044_014v_0_A_Red_Green_color$NLS10703_044_014v+043_014r_Red_Green_color
NLS10703_045_015r_0_A_Red_Green_color$NLS10703_045_015r+046_015v_Red_Green_color
NLS10703_046_015v_0_A_Red_Green_color$NLS10703_046_015v+045_015r_Red_Green_color
NLS10703_047_016r_0_A_Red_Green_color$NLS10703_047_016r+048_016v_Red_Green_color
NLS10703_048_016v_0_A_Red_Green_color$NLS10703_048_016v+047_016r_Red_Green_color
NLS10703_049_017r_0_A_Red_Green_color$NLS10703_049_017r+050_017v_Red_Green_color
NLS10703_050_017v_0_A_Red_Green_color$NLS10703_050_017v+049_017r_Red_Green_color
NLS10703_051_018r_0_A_Red_Green_color$NLS10703_051_018r+052_018v_Red_Green_color
NLS10703_052_018v_0_A_Red_Green_color$NLS10703_052_018v+051_018r_Red_Green_color
NLS10703_053_019r_0_A_Red_Green_color$NLS10703_053_019r+054_019v_Red_Green_color
NLS10703_054_019v_0_A_Red_Green_color$NLS10703_054_019v+053_019r_Red_Green_color
NLS10703_055_020r_0_A_Red_Green_color$NLS10703_055_020r+055_020v_Red_Green_color
NLS10703_055_020v_0_A_Red_Green_color$NLS10703_055_020v+055_020r_Red_Green_color
NLS10703_056_021r_0_A_Red_Green_color$NLS10703_056_021r+057_021v_Red_Green_color
NLS10703_057_021v_0_A_Red_Green_color$NLS10703_057_021v+056_021r_Red_Green_color
NLS10703_058_022r_0_A_Red_Green_color$NLS10703_058_022r+059_022v_Red_Green_color
NLS10703_059_022v_0_A_Red_Green_color$NLS10703_059_022v+058_022r_Red_Green_color
NLS10703_060_023r_0_A_Red_Green_color$NLS10703_060_023r+061_023v_Red_Green_color
NLS10703_061_023v_0_A_Red_Green_color$NLS10703_061_023v+060_023r_Red_Green_color
NLS10703_070_024r_0_B_Red_Green_color$NLS10703_070_024r+071_024v_Red_Green_color
NLS10703_071_024v_0_A_Red_Green_color$NLS10703_071_024v+070_024r_Red_Green_color
NLS10703_072_025r_0_A_Red_Green_color$NLS10703_072_025r+073_025v_Red_Green_color
NLS10703_073_025v_0_A_Red_Green_color$NLS10703_073_025v+072_025r_Red_Green_color
NLS10703_074_026r_0_A_Red_Green_color$NLS10703_074_026r+075_026v_Red_Green_color
NLS10703_075_026v_0_A_Red_Green_color$NLS10703_075_026v+074_026r_Red_Green_color
NLS10703_078_027r_0_A_Red_Green_color$NLS10703_078_027r+079_027v_Red_Green_color
NLS10703_079_027v_0_A_Red_Green_color$NLS10703_079_027v+078_027r_Red_Green_color
NLS10703_080_028r_0_A_Red_Green_color$NLS10703_080_028r+081_028v_Red_Green_color
NLS10703_081_028v_0_A_Red_Green_color$NLS10703_081_028v+080_028r_Red_Green_color
NLS10703_082_029r_0_A_Red_Green_color$NLS10703_082_029r+083_029v_Red_Green_color
NLS10703_083_029v_0_A_Red_Green_color$NLS10703_083_029v+082_029r_Red_Green_color
NLS10703_084_030r_0_A_Red_Green_color$NLS10703_084_030r+085_030v_Red_Green_color
NLS10703_085_030v_0_A_Red_Green_color$NLS10703_085_030v+084_030r_Red_Green_color
NLS10703_086_031r_0_A_Red_Green_color$NLS10703_086_031r+087_031v_Red_Green_color
NLS10703_087_031v_0_A_Red_Green_color$NLS10703_087_031v+086_031r_Red_Green_color
NLS10703_88-89-90_032r_0_A_Red_Green_color$NLS10703_88-89-90_032r+93-94-91-92_033v_Red_Green_color
NLS10703_93-94-91-92_033v_0_A_Red_Green_color$NLS10703_93-94-91-92_033v+88-89-90_032r_Red_Green_color
NLS10703_97-98-95-96_034r_0_A_Red_Green_color$NLS10703_97-98-95-96_034r+99-100-101_035v_Red_Green_color
NLS10703_99-100-101_035v_0_A_Red_Green_color$NLS10703_99-100-101_035v+97-98-95-96_034r_Red_Green_color
NLS10707_001_085r_0_A_Red_Green_color$NLS10707_001_085r+001_085v_Red_Green_color
NLS10707_001_085v_0_A_Red_Green_color$NLS10707_001_085v+001_085r_Red_Green_color
NLS10768_001_080r_0_B_Red_Green_color$NLS10768_001_080r+001_080v_Red_Green_color
NLS10768_001_080v_0_B_Red_Green_color$NLS10768_001_080v+001_080r_Red_Green_color
NLS10768_001_081r_0_B_Red_Green_color$NLS10768_001_081r+001_081v_Red_Green_color
NLS10768_001_081v_0_B_Red_Green_color$NLS10768_001_081v+001_081r_Red_Green_color
$
DLC297a_001r_0_C_pseudo$DLC297a_001r-001v_pseudo
DLC297a_001v_0_A_pseudo$DLC297a_001v-001r_pseudo
DLC297a_002r_0_A_pseudo$DLC297a_002r-002v_pseudo
DLC297a_002v_0_A_pseudo$DLC297a_002v-002r_pseudo
DLC297a_003r_0_A_pseudo$DLC297a_003r-003v_pseudo
DLC297a_003v_0_A_pseudo$DLC297a_003v-003r_pseudo
DLC297a_004r_0_A_pseudo$DLC297a_004r-004v_pseudo
DLC297a_004v_0_A_pseudo$DLC297a_004v-004r_pseudo
DLC297a_005r_0_A_pseudo$DLC297a_005r-005v_pseudo
DLC297a_005v_0_A_pseudo$DLC297a_005v-005r_pseudo
DLC297a_006r_0_A_pseudo$DLC297a_006r-006v_pseudo
DLC297a_006v_0_A_pseudo$DLC297a_006v-006r_pseudo
DLC297a_007r_0_B_pseudo$DLC297a_007r-007v_pseudo
DLC297a_007v_0_A_pseudo$DLC297a_007v-007r_pseudo
DLC297a_008r_0_A_pseudo$DLC297a_008r-008v_pseudo
DLC297a_008v_0_A_pseudo$DLC297a_008v-008r_pseudo
DLC297a_009r_0_A_pseudo$DLC297a_009r-009v_pseudo
DLC297a_009v_0_A_pseudo$DLC297a_009v-009r_pseudo
DLC297a_010r_0_A_pseudo$DLC297a_010r-010v_pseudo
DLC297a_010v_0_B_pseudo$DLC297a_010v-010r_pseudo
DLC297a_011r_0_A_pseudo$DLC297a_011r-011v_pseudo
DLC297a_011v_0_A_pseudo$DLC297a_011v-011r_pseudo
DLC297a_012r_0_A_pseudo$DLC297a_012r-012v_pseudo
DLC297a_012v_0_A_pseudo$DLC297a_012v-012r_pseudo
DLC297a_013r_0_A_pseudo$DLC297a_013r-013v_pseudo
DLC297a_013v_0_A_pseudo$DLC297a_013v-013r_pseudo
DLC297a_014r_0_A_pseudo$DLC297a_014r-014v_pseudo
DLC297a_014v_0_A_pseudo$DLC297a_014v-014r_pseudo
DLC297a_015r_0_A_pseudo$DLC297a_015r-015v_pseudo
DLC297a_015v_0_A_pseudo$DLC297a_015v-015r_pseudo
DLC297a_016r_0_A_pseudo$DLC297a_016r-016v_pseudo
DLC297a_016v_0_B_pseudo$DLC297a_016v-016r_pseudo
DLC297a_017r_0_A_pseudo$DLC297a_017r-017v_pseudo
DLC297a_017v_0_B_pseudo$DLC297a_017v-017r_pseudo
DLC297a_018r_0_A_pseudo$DLC297a_018r-018v_pseudo
DLC297a_018v_0_A_pseudo$DLC297a_018v-018r_pseudo
DLC297a_019r_0_A_pseudo$DLC297a_019r-019v_pseudo
DLC297a_019v_0_A_pseudo$DLC297a_019v-019r_pseudo
DLC297a_020r_0_A_pseudo$DLC297a_020r-020v_pseudo
DLC297a_020v_0_A_pseudo$DLC297a_020v-020r_pseudo
DLC297a_021r_0_A_pseudo$DLC297a_021r-021v_pseudo
DLC297a_021v_0_A_pseudo$DLC297a_021v-021r_pseudo
DLC297a_022r_0_A_pseudo$DLC297a_022r-022v_pseudo
DLC297a_022v_0_A_pseudo$DLC297a_022v-022r_pseudo
DLC297a_023r_0_A_pseudo$DLC297a_023r-023v_pseudo
DLC297a_023v_0_A_pseudo$DLC297a_023v-023r_pseudo
DLC297a_024r_0_A_pseudo$DLC297a_024r-024v_pseudo
DLC297a_024v_0_A_pseudo$DLC297a_024v-024r_pseudo
DLC297a_025r_0_B_pseudo$DLC297a_025r-025v_pseudo
DLC297a_025v_0_A_pseudo$DLC297a_025v-025r_pseudo
DLC297a_026r_0_A_pseudo$DLC297a_026r-026v_pseudo
DLC297a_026v_0_A_pseudo$DLC297a_026v-026r_pseudo
DLC297a_027r_0_A_pseudo$DLC297a_027r-027v_pseudo
DLC297a_027v_0_A_pseudo$DLC297a_027v-027r_pseudo
DLC297a_028r_0_A_pseudo$DLC297a_028r-028v_pseudo
DLC297a_028v_0_A_pseudo$DLC297a_028v-028r_pseudo
DLC297a_029r_0_A_pseudo$DLC297a_029r-029v_pseudo
DLC297a_029v_0_A_pseudo$DLC297a_029v-029r_pseudo
DLC297a_030r_0_A_pseudo$DLC297a_030r-030v_pseudo
DLC297a_030v_0_A_pseudo$DLC297a_030v-030r_pseudo
DLC297a_031r_0_A_pseudo$DLC297a_031r-031v_pseudo
DLC297a_031v_0_A_pseudo$DLC297a_031v-031r_pseudo
DLC297a_032r_0_A_pseudo$DLC297a_032r-032v_pseudo
DLC297a_032v_0_A_pseudo$DLC297a_032v-032r_pseudo
DLC297a_033r_0_A_pseudo$DLC297a_033r-033v_pseudo
DLC297a_033v_0_A_pseudo$DLC297a_033v-033r_pseudo
DLC297a_034r_0_A_pseudo$DLC297a_034r-034v_pseudo
DLC297a_034v_0_A_pseudo$DLC297a_034v-034r_pseudo
DLC297a_035r_0_A_pseudo$DLC297a_035r-035v_pseudo
DLC297a_035v_0_A_pseudo$DLC297a_035v-035r_pseudo
DLC297b_014_001r_0_B_pseudo$DLC297b_014_001r-014_001v_pseudo
DLC297b_014_001v_0_A_pseudo$DLC297b_014_001v-014_001r_pseudo
DLC297b_076_002r_0_A_pseudo$DLC297b_076_002r-076_002v_pseudo
DLC297b_076_002v_0_A_pseudo$DLC297b_076_002v-076_002r_pseudo
DLC297d_001_001v_pseudo$DLC297d_001_001v-20-17-18-19_001r_pseudo
DLC297d_20-17-18-19_001r_pseudo$DLC297d_20-17-18-19_001r-001_001v_pseudo
DLC297e_063-068_001v_0_B_pseudo$DLC297e_063-068_001v-069-062_001r_pseudo
DLC297e_065-066_002v_0_B_pseudo$DLC297e_065-066_002v-067-064_002r_pseudo
DLC297e_067-064_002r_0_B_pseudo$DLC297e_067-064_002r-065-066_002v_pseudo
DLC297e_069-062_001r_0_C_pseudo$DLC297e_069-062_001r-063-068_001v_pseudo
NLS10701_001_154r_0_C_pseudo$NLS10701_001_154r-001_154v_pseudo
NLS10701_001_154v_0_C_pseudo$NLS10701_001_154v-001_154r_pseudo
NLS10703_003_040r_0_A_pseudo$NLS10703_003_040r-003_041v_pseudo
NLS10703_003_041v_0_A_pseudo$NLS10703_003_041v-003_040r_pseudo
NLS10703_004_042r_0_A_pseudo$NLS10703_004_042r-004_043v_pseudo
NLS10703_004_043v_0_A_pseudo$NLS10703_004_043v-004_042r_pseudo
NLS10703_010_001r_0_B_pseudo$NLS10703_010_001r-011_001v_pseudo
NLS10703_011_001v_0_B_pseudo$NLS10703_011_001v-010_001r_pseudo
NLS10703_012_002r_0_A_pseudo$NLS10703_012_002r-013_002v_pseudo
NLS10703_013_002v_0_A_pseudo$NLS10703_013_002v-012_002r_pseudo
NLS10703_021_003r_0_A_pseudo$NLS10703_021_003r-022_003v_pseudo
NLS10703_022_003v_0_A_pseudo$NLS10703_022_003v-021_003r_pseudo
NLS10703_023_004r_0_A_pseudo$NLS10703_023_004r-024_004v_pseudo
NLS10703_024_004v_0_A_pseudo$NLS10703_024_004v-023_004r_pseudo
NLS10703_025_005r_0_A_pseudo$NLS10703_025_005r-026_005v_pseudo
NLS10703_026_005v_0_A_pseudo$NLS10703_026_005v-025_005r_pseudo
NLS10703_027_006r_0_A_pseudo$NLS10703_027_006r-028_006v_pseudo
