new$orig
liv_000095_0016_color$DLC297b_116_003r_0_B_color
liv_000095_0016_pca321r_1$DLC297b_116_003r_0_B_pca321r_1
liv_000095_0016_pca321r_1_adapThresh_multiply$DLC297b_116_003r_0_B_pca321r_1_adapThresh_multiply
liv_000095_0016_pca321r_2$DLC297b_116_003r_0_B_pca321r_2
liv_000095_0016_pca321r_2_adapThresh_multiply$DLC297b_116_003r_0_B_pca321r_2_adapThresh_multiply
liv_000095_0016_pca321r_pcolor$DLC297b_116_003r_0_B_pca321r_pcolor
liv_000095_0016_pseudo_0505-0780$DLC297b_116_003r_0_B_pseudo_0505-0780
liv_000095_0016_ratio_by_0940$DLC297b_116_003r_0_B_ratio_by_0940
liv_000095_0016_sharpie_0505-0780$DLC297b_116_003r_0_B_sharpie_0505-0780
liv_000095_0017_color$DLC297b_117_003v_0_A_color
liv_000095_0017_pca321r$DLC297b_117_003v_0_A_pca321r
liv_000095_0017_pca321r_adapThresh$DLC297b_117_003v_0_A_pca321r_adapThresh
liv_000095_0017_pca321r_adapThresh_multiply$DLC297b_117_003v_0_A_pca321r_adapThresh_multiply
liv_000095_0017_pca321r_pcolor$DLC297b_117_003v_0_A_pca321r_pcolor
liv_000095_0017_pseudo_0505-0780$DLC297b_117_003v_0_A_pseudo_0505-0780
liv_000095_0017_ratio_by_0940$DLC297b_117_003v_0_A_ratio_by_0940
liv_000095_0017_sharpie_0505-0780$DLC297b_117_003v_0_A_sharpie_0505-0780
liv_000095_0018_color$DLC297b_118_004v_0_A_color
liv_000095_0018_pca321r$DLC297b_118_004v_0_A_pca321r
liv_000095_0018_pca321r_adapThresh$DLC297b_118_004v_0_A_pca321r_adapThresh
liv_000095_0018_pca321r_adapThresh_multiply$DLC297b_118_004v_0_A_pca321r_adapThresh_multiply
liv_000095_0018_pca321r_pcolor$DLC297b_118_004v_0_A_pca321r_pcolor
liv_000095_0018_pseudo_0505-0780$DLC297b_118_004v_0_A_pseudo_0505-0780
liv_000095_0018_ratio_by_0940$DLC297b_118_004v_0_A_ratio_by_0940
liv_000095_0018_sharpie_0505-0780$DLC297b_118_004v_0_A_sharpie_0505-0780
liv_000095_0015_color$DLC297b_119_004r_0_A_color
liv_000095_0015_pca321r$DLC297b_119_004r_0_A_pca321r
liv_000095_0015_pca321r_adapThresh$DLC297b_119_004r_0_A_pca321r_adapThresh
